2,0,2,1,-,0,4,-,3,0
2021-04-30,4.568097,0.293742,2021-04-30 12:12:14
2021-04-30,4.568097,0.296788,2021-04-30 12:12:20
2021-04-30,4.568097,0.298567,2021-04-30 12:12:25
2021-04-30,4.568097,0.284441,2021-04-30 12:12:30
2021-04-30,4.568097,0.286441,2021-04-30 12:12:36
2021-04-30,4.568097,0.298271,2021-04-30 12:12:41
2021-04-30,4.568097,0.291415,2021-04-30 12:12:46
2021-04-30,4.568097,0.304099,2021-04-30 12:12:52
2021-04-30,4.568097,0.291585,2021-04-30 12:12:57
2021-04-30,4.568097,0.288553,2021-04-30 12:13:02
2021-04-30,4.568097,0.286943,2021-04-30 12:13:35
2021-04-30,4.568097,0.292914,2021-04-30 12:13:40
2021-04-30,4.568097,0.294719,2021-04-30 12:13:45
2021-04-30,4.568097,0.285616,2021-04-30 12:13:51
2021-04-30,4.568097,0.285091,2021-04-30 12:13:56
2021-04-30,4.568097,0.2883,2021-04-30 12:14:01
2021-04-30,4.568097,0.308826,2021-04-30 12:14:07
2021-04-30,4.568097,0.28716,2021-04-30 12:14:12
2021-04-30,4.568097,0.29155,2021-04-30 12:14:17
2021-04-30,4.568097,0.291085,2021-04-30 12:14:22
2,0,2,1,-,0,5,-,0,2
2021-05-02,4.556703,0.310982,2021-05-02 16:01:02
2021-05-02,4.556703,0.305425,2021-05-02 16:01:07
2021-05-02,4.556703,0.288902,2021-05-02 16:01:12
2021-05-02,4.556703,0.291583,2021-05-02 16:01:18
2021-05-02,4.556703,0.296627,2021-05-02 16:01:23
2021-05-02,4.556703,0.361071,2021-05-02 16:01:28
2021-05-02,4.556703,0.290483,2021-05-02 16:01:34
2021-05-02,4.556703,0.295958,2021-05-02 16:01:39
2021-05-02,4.556703,0.29486,2021-05-02 16:01:44
2021-05-02,4.556703,0.311427,2021-05-02 16:01:49
B,r,a,k, ,d,a,n,y,c,h
B,r,a,k, ,d,a,n,y,c,h
Brak danych
Brak danych
2021-05-02,4.556703,0.315137,2021-05-02 16:07:56
2021-05-02,4.556703,0.290802,2021-05-02 16:08:01
2021-05-02,4.556703,0.295724,2021-05-02 16:08:06
2021-05-02,4.556703,0.310652,2021-05-02 16:08:12
2021-05-02,4.556703,0.303789,2021-05-02 16:08:17
2021-05-02,4.556703,0.32834,2021-05-02 16:08:22
2021-05-02,4.556703,0.290472,2021-05-02 16:08:27
2021-05-02,4.556703,0.296961,2021-05-02 16:08:33
2021-05-02,4.556703,0.310619,2021-05-02 16:08:38
2021-05-02,4.556703,0.408947,2021-05-02 16:08:44
2021-05-02,4.556703,0.29693,2021-05-02 16:10:17
2021-05-02,4.556703,0.299282,2021-05-02 16:11:02
2021-05-02,4.556703,0.299489,2021-05-02 16:11:22
2021-05-02,4.556703,0.305864,2021-05-02 16:11:27
2021-05-02,4.556703,0.304298,2021-05-02 16:11:32
2021-05-02,4.556703,0.330723,2021-05-02 16:11:38
2021-05-02,4.556703,0.293987,2021-05-02 16:11:43
2021-05-02,4.556703,0.290024,2021-05-02 16:11:48
2021-05-02,4.556703,0.296476,2021-05-02 16:11:53
2021-05-02,4.556703,0.31166,2021-05-02 16:11:59
2021-05-02,4.556703,0.301353,2021-05-02 16:12:04
2021-05-02,4.556703,0.310547,2021-05-02 16:12:09
2021-05-02,4.556703,0.295265,2021-05-02 16:26:17
2021-05-02,4.556703,0.322272,2021-05-02 16:26:22
2021-05-02,4.556703,0.403562,2021-05-02 16:31:31
2021-05-02,4.556703,0.301348,2021-05-02 16:31:37
2021-05-02,4.556703,0.332916,2021-05-02 16:31:42
2021-05-02,4.556703,0.434371,2021-05-02 16:31:47
2021-05-02,4.556703,0.387036,2021-05-02 16:31:53
2021-05-02,4.556703,0.303225,2021-05-02 16:31:58
2021-05-02,4.556703,0.287658,2021-05-02 16:32:03
2021-05-02,4.556703,0.477611,2021-05-02 16:32:09
2021-05-02,4.556703,0.291419,2021-05-02 16:32:14
2021-05-02,4.556703,0.287134,2021-05-02 16:32:20
2021-05-02,4.556703,0.30278,2021-05-02 16:33:28
2021-05-02,4.556703,0.293016,2021-05-02 16:33:33
2021-05-02,4.556703,0.299,2021-05-02 16:33:39
2021-05-02,4.556703,0.285547,2021-05-02 16:33:44
2021-05-02,4.556703,0.292819,2021-05-02 16:33:49
2021-05-02,4.556703,0.304112,2021-05-02 16:33:55
2021-05-02,4.556703,0.293377,2021-05-02 16:34:00
2021-05-02,4.556703,0.294474,2021-05-02 16:34:05
2021-05-02,4.556703,0.336107,2021-05-02 16:34:11
2021-05-02,4.556703,0.297421,2021-05-02 16:34:16
2021-05-02,4.556703,0.305387,2021-05-02 16:34:40
2021-05-02,4.556703,0.297833,2021-05-02 16:34:45
2021-05-02,4.556703,0.288789,2021-05-02 16:34:50
2021-05-02,4.556703,0.301852,2021-05-02 16:34:56
2021-05-02,4.556703,0.295799,2021-05-02 16:35:01
2021-05-02,4.556703,0.297513,2021-05-02 16:35:06
2021-05-02,4.556703,0.288365,2021-05-02 16:35:12
2021-05-02,4.556703,0.291988,2021-05-02 16:35:17
2021-05-02,4.556703,0.293939,2021-05-02 16:35:22
2021-05-02,4.556703,0.30676,2021-05-02 16:35:28
2021-05-02,4.556703,0.289902,2021-05-02 16:35:36
2021-05-02,4.556703,0.300071,2021-05-02 16:35:42
2021-05-02,4.556703,0.306227,2021-05-02 16:35:47
2021-05-02,4.556703,0.310869,2021-05-02 16:35:52
2021-05-02,4.556703,0.30485,2021-05-02 16:35:58
2021-05-02,4.556703,0.305561,2021-05-02 16:36:03
2021-05-02,4.556703,0.301834,2021-05-02 16:36:08
2021-05-02,4.556703,0.288272,2021-05-02 16:36:13
2021-05-02,4.556703,0.330115,2021-05-02 16:36:19
2021-05-02,4.556703,0.291044,2021-05-02 16:36:24
Brak danych
Brak danych
Brak danych
Brak danych
Brak danych
Brak danych
2021-05-02,4.556703,0.311413,2021-05-02 16:41:01
2021-05-02,4.556703,0.295133,2021-05-02 16:41:16
2021-05-02,4.556703,0.392167,2021-05-02 16:41:31
2021-05-02,4.556703,0.457271,2021-05-02 16:41:47
2021-05-02,4.556703,0.284655,2021-05-02 16:42:02
2021-05-02,4.556703,0.306486,2021-05-02 16:42:17
2021-05-02,4.556703,0.298465,2021-05-02 16:42:33
2021-05-02,4.556703,0.29427,2021-05-02 16:42:48
2021-05-02,4.556703,0.307555,2021-05-02 16:43:03
2021-05-02,4.556703,0.299171,2021-05-02 16:43:19
